School,Make Tournament,Conference Champ,Last 12 Wins,Conference Finish,RPI Rank,NET Rank,Conference,Record,Wins,Losses,Adj. Offensive Efficiency,OE Rank,Adj. Defensive Efficiency,DE Rank,Barthag,T-Rank,Conference Record,SOS,Non-Conf SOS,Conference SOS,Conference Win %,Wins Above Bubble,WAB Rank,Efficiency Avg,Season
Oregon State,NA,NA,5,8,93,71,P12,18-13,18,13,110.51996809036606,42,101.3409801109748,158,0.730490268044088,84,7-11,0.6250615364684436,0.39866727182466427,0.7742025420225184,0.3888888888888889,-2.866971378355936,88,100,2020
Pacific,NA,NA,8,3,98,110,WCC,23-10,23,10,103.52960545068171,155,98.19980150675553,93,0.6474420621372541,115,11-5,0.4615938730953734,0.3043868941351023,0.5990233116764614,0.6875,-2.8199415147157207,87,124,2020
Penn State,NA,NA,7,5,59,35,B10,21-10,21,10,111.42707233980646,34,91.87940601837889,15,0.9018785746765009,15,11-9,0.7069433190102544,0.4569242502260446,0.8444538068415699,0.55,3.394787834419476,21,24.5,2020
Pennsylvania,NA,NA,8,4,148,149,Ivy,16-11,16,11,103.37074642714967,160,99.77816204369097,124,0.6003168828838021,132,8-6,0.4942821763810087,0.5141311444629831,0.4758509917334609,0.5714285714285714,-4.494910703658541,112,142,2020
Pepperdine,NA,NA,6,6,130,131,WCC,16-16,16,16,107.74146611923472,71,103.39325153168056,209,0.6162687124386029,127,8-8,0.5829543052522613,0.5241248789952992,0.6187702344002064,0.5,-6.243425597597449,149,140,2020
Pittsburgh,NA,NA,2,13,146,109,ACC,16-17,16,17,103.1749252267827,164,98.78399250546113,105,0.6224918087150567,123,6-14,0.6720706673494662,0.45289732057922477,0.7840704369936426,0.3,-4.789476584439711,117,134.5,2020
Portland,NA,NA,0,10,296,275,WCC,9-23,9,23,94.22770358095522,317,103.61724080883715,218,0.2511705117000464,281,1-15,0.520586251389846,0.374685323255589,0.6537792674042247,0.0625,-14.579246543530628,297,267.5,2020
Portland State,NA,NA,8,4,181,179,BSky,18-14,18,14,108.83152435395431,56,108.37990971079128,297,0.5119528385041597,170,12-8,0.4111148360872449,0.4092865839487309,0.41221178737035336,0.6,-8.454010864004694,186,176.5,2020
Prairie View,NA,NA,9,1,205,201,SWAC,19-13,19,13,95.1804100077747,302,101.61449858890484,165,0.32033363664085923,243,14-4,0.3292220701256117,0.5753943611990674,0.1667349393178156,0.7777777777777778,-7.581562208012461,176,233.5,2020
Presbyterian,NA,NA,2,7,331,330,BSth,10-22,10,22,97.61732735132139,259,113.79737502916811,338,0.14632865886523777,329,7-11,0.31404834785235736,0.36217221039999437,0.28327686784205725,0.3888888888888889,-17.740094952658545,333,298.5,2020
Princeton,NA,NA,7,3,182,166,Ivy,14-13,14,13,106.74031074276179,89,104.09315085895201,222,0.5717013676165177,140,9-5,0.47202549204882793,0.463591788925284,0.47985678780640434,0.6428571428571429,-7.4162767395493985,172,155.5,2020
Providence,NA,NA,8,4,40,37,BE,19-12,19,12,109.3144701534713,49,91.83678964840985,14,0.8811621494010586,25,12-6,0.6936239735292677,0.4967970078731907,0.8357767820586568,0.6666666666666666,0.31478652457642814,47,31.5,2020
Purdue,NA,NA,6,10,87,32,B10,16-15,16,15,109.5813221638542,47,91.60999183323786,12,0.8869497422180074,23,9-11,0.7509153379463578,0.5873175799869398,0.8408941048240379,0.45,-0.551146028981642,58,29.5,2020
Purdue-Fort Wayne,NA,NA,4,7,294,282,Sum,14-19,14,19,95.24903689251464,299,103.52749188468675,216,0.2771913599222719,269,6-10,0.38639986207836696,0.3534314119884563,0.4081331943862785,0.375,-13.518646270874717,275,257.5,2020
Quinnipiac,NA,NA,5,5,227,245,MAAC,15-15,15,15,99.4994607779727,226,109.42157029192705,313,0.25102710568375886,282,10-10,0.32955801728306844,0.3479039178607163,0.32038506699424457,0.5,-11.644901999010646,245,269.5,2020
Radford,NA,NA,10,1,138,183,BSth,21-11,21,11,104.74332301104943,127,107.31976998188675,283,0.43058843035279265,198,15-3,0.35718055997524373,0.5486536209084713,0.2514190610787401,0.8333333333333334,-5.991336483045185,144,205,2020
Rhode Island,NA,NA,8,3,31,57,A10,21-9,21,9,104.65813726491503,129,94.3850940849594,42,0.7664072556473914,73,13-5,0.6127137748740699,0.5933414143767074,0.6256286818723115,0.7222222222222222,0.48054531506297404,45,85.5,2020
Rice,NA,NA,6,11,229,214,CUSA,15-17,15,17,105.7030641347726,110,107.58886386471407,290,0.4493350931104986,192,7-11,0.4639310167447474,0.42188520466046386,0.48848725350447747,0.3888888888888889,-10.65111811747281,223,200,2020
Richmond,NA,NA,9,2,24,38,A10,24-7,24,7,108.54583192804142,62,94.8619361548367,53,0.8248595087198666,48,14-4,0.5573428078385441,0.5009237595922935,0.5980898982386136,0.7777777777777778,1.1409325652586502,38,57.5,2020
Rider,NA,NA,8,3,151,185,MAAC,18-12,18,12,99.01702211755236,236,101.99311041593603,176,0.4156746340914247,203,12-8,0.35851386911081945,0.4672327965845982,0.3041544053739301,0.6,-7.499278052674262,175,206,2020
Robert Morris,NA,NA,8,2,188,203,NEC,20-14,20,14,100.19235482375144,212,103.4748964167321,214,0.4083653100290788,205,13-5,0.34176450854523815,0.4656923014200919,0.26770611467952354,0.7222222222222222,-9.240649068618655,204,213,2020
Rutgers,NA,NA,6,5,48,30,B10,20-11,20,11,107.49476584765847,76,91.03999967742678,8,0.8710917818035474,30,11-9,0.6777460060817465,0.39456483765746425,0.8334956487151018,0.55,1.581957619151873,34,42,2020
Sacramento State,NA,NA,4,8,211,186,BSky,16-14,16,14,97.10282370087108,267,98.53965197580072,98,0.45787048850996337,187,8-12,0.39681713364363436,0.36724444980402643,0.41750157130226306,0.4,-9.168787875470496,202,182.5,2020
Sacred Heart,NA,NA,9,4,185,190,NEC,20-13,20,13,100.79296069723854,205,104.79383773407346,240,0.389918648587899,213,12-6,0.319260500161781,0.36785691521798625,0.2801416844092626,0.6666666666666666,-8.74987894127623,190,222.5,2020
Saint Francis (PA),NA,NA,8,2,117,178,NEC,22-10,22,10,106.67904936366537,91,108.43156324338023,300,0.45329010626387073,189,13-5,0.33565393297237245,0.454537080270051,0.26048372541871206,0.7222222222222222,-5.622440891769528,132,195.5,2020
Saint Joseph's,NA,NA,2,13,235,240,A10,6-26,6,26,101.99989553447685,182,109.2740185916474,312,0.31169669428051133,250,2-16,0.6404072958354845,0.6265146745331536,0.6585258425491743,0.1111111111111111,-15.799851445065901,313,247,2020
Saint Louis,NA,NA,9,4,38,49,A10,23-8,23,8,106.56744151878686,97,93.80355048667573,35,0.8126186838937501,50,12-6,0.5369532539995053,0.4517559749769563,0.5984846221824572,0.6666666666666666,0.03467760117548824,50,66,2020
Saint Mary's (CA),NA,NA,9,3,18,31,WCC,25-8,25,8,114.03052937378159,14,98.81693264148544,108,0.8384537945615524,41,11-5,0.6050004811586357,0.5216321633625435,0.6375873809217151,0.6875,2.8360404739135303,25,61,2020
Saint Peter's,NA,NA,10,2,171,213,MAAC,18-12,18,12,94.80762141412514,307,97.53671667293364,83,0.4191266736055337,201,14-6,0.3441946792904943,0.43336075373750316,0.3038161947005803,0.7,-7.693090896862255,178,195,2020
Sam Houston State,NA,NA,5,4,216,228,Slnd,18-13,18,13,99.86406466643155,220,103.07769985114697,201,0.4099332367137619,204,11-9,0.34540984506688266,0.3728507425685192,0.3303173514409827,0.55,-8.508264010063627,188,210.5,2020
Samford,NA,NA,2,8,303,325,SC,10-23,10,23,98.53347749962626,244,112.97813230322788,334,0.1717640925574572,322,4-14,0.4561006198912893,0.38021240020106817,0.5234769755262405,0.2222222222222222,-16.184762342448607,318,289,2020
San Diego,NA,NA,2,9,245,231,WCC,9-23,9,23,93.96375919534177,323,98.79902475107389,107,0.3596108618203828,226,2-14,0.5817551184987898,0.49122431529393246,0.6741157715270674,0.125,-13.269233798953582,273,215,2020
San Diego State,NA,NA,11,1,9,4,MWC,30-2,30,2,113.77449052465624,17,92.84756800947349,25,0.9119340151082654,10,17-1,0.5458711557817841,0.4375099843970979,0.5937853900560783,0.9444444444444444,6.638007144458277,8,21,2020
San Francisco,NA,NA,7,5,54,83,WCC,22-12,22,12,108.14122616130629,67,96.96721104203934,74,0.7780345191626994,65,9-7,0.5632161186307587,0.45955073806504815,0.6374689082819736,0.5625,-2.40192262540329,77,70.5,2020
San Jose State,NA,NA,1,10,292,287,MWC,7-24,7,24,96.82257726426573,274,107.5189979747756,288,0.23057725708751003,294,3-15,0.5881900923494864,0.5246069366116611,0.6332712167406327,0.16666666666666666,-14.96066017788422,302,281,2020
Santa Clara,NA,NA,4,7,192,145,WCC,19-13,19,13,102.82852201656844,168,100.05346870962933,133,0.5780119171743261,136,6-10,0.4760373156023764,0.2997227374251767,0.6356022844491269,0.375,-5.223669600722404,126,150.5,2020
Seattle,NA,NA,6,5,263,226,WAC,14-15,14,15,100.93983757428344,200,104.65295400525588,235,0.39760901859105335,211,7-7,0.37667934936720465,0.39160562939970833,0.36068690647523655,0.5,-9.975112303816985,210,217.5,2020
Seton Hall,NA,NA,7,1,16,15,BE,21-9,21,9,112.22724412967708,28,93.46047862068193,32,0.8913254425925617,21,13-5,0.7353077063640634,0.5863274453234747,0.8346278803911226,0.7222222222222222,4.650168098665588,14,30,2020
Siena,NA,NA,11,1,99,151,MAAC,20-10,20,10,107.08648685931769,83,104.72916276008766,238,0.5636479739738595,144,15-5,0.35030371449204595,0.49961680062376296,0.28967557403164657,0.75,-5.858518289202648,141,160.5,2020
SIU Edwardsville,NA,NA,4,10,337,336,OVC,8-23,8,23,93.05093778326803,330,108.60988011930806,305,0.14454085060230637,330,5-13,0.3607647289778893,0.39638885368066246,0.33503619447033073,0.2777777777777778,-18.18674367740873,338,317.5,2020
South Alabama,NA,NA,9,2,147,169,SB,20-11,20,11,104.26052257489988,139,103.59115641586612,217,0.5185089196039715,164,13-7,0.4192018009588751,0.3705732728016189,0.44594749144536594,0.65,-5.781134365256675,139,178,2020
South Carolina,NA,NA,7,6,76,66,SEC,18-13,18,13,105.51026066211622,114,93.95364493560692,38,0.7915141966256536,61,10-8,0.6420943999966472,0.5085440147844298,0.7385474559832487,0.5555555555555556,-2.4569135939275393,79,76,2020
South Carolina State,NA,NA,3,8,329,329,MEAC,11-18,11,18,96.05332182481233,287,114.62082263461001,341,0.11584808753357898,340,6-10,0.2748775746541391,0.41617922420807596,0.18274849401012155,0.375,-14.455294679383192,293,314,2020
South Carolina Upstate,NA,NA,5,7,283,319,BSth,13-20,13,20,95.51719050214571,295,110.89442831067478,323,0.15230539110487484,324,7-11,0.33717059076057804,0.42966845650170515,0.2750140281066675,0.3888888888888889,-15.229305585682793,306,309,2020
South Dakota,NA,NA,9,3,180,182,Sum,20-12,20,12,107.55308215173811,73,108.48108552751303,301,0.475320034422339,180,10-6,0.3681743256693475,0.35434475534750864,0.3837930722897242,0.625,-7.121868494074539,163,187,2020
South Dakota State,NA,NA,10,1,154,126,Sum,22-10,22,10,108.30304215567256,64,104.78273340328874,239,0.5938752240083597,133,13-3,0.3691025698697218,0.375029017814871,0.3692909755428799,0.8125,-4.656674763231425,115,151.5,2020
South Florida,NA,NA,6,8,163,125,Amer,14-17,14,17,100.62441210184201,209,95.00263393172469,54,0.6595160182300369,109,7-11,0.6246013442112629,0.49367668416694954,0.7191580431321561,0.3888888888888889,-7.310355984248412,170,131.5,2020
Southeast Missouri State,NA,NA,3,12,349,342,OVC,7-24,7,24,95.24460980987661,300,112.89189377395752,333,0.12403136270281909,339,3-15,0.3606375002700656,0.40400070134484495,0.32931963282716903,0.16666666666666666,-19.267083048458947,342,316.5,2020
Southeastern Louisiana,NA,NA,3,11,342,341,Slnd,8-23,8,23,93.1116309900431,329,108.16970840323668,295,0.15137258304897702,325,5-15,0.3658517186515393,0.4239895272096233,0.33387592394459303,0.25,-18.30718425704311,340,312,2020
Southern,NA,NA,10,2,233,265,SWAC,17-15,17,15,97.0232685578416,268,102.52120958965136,184,0.3466342286271665,231,13-5,0.2999953102435732,0.5051829680183751,0.1638559382095511,0.7222222222222222,-10.489018863000778,221,226,2020
Southern California,NA,NA,7,3,32,45,P12,22-9,22,9,103.64798015954833,150,91.92547329082068,17,0.7990319546008763,58,11-7,0.6502127206872884,0.4935661288087886,0.763346370377316,0.6111111111111112,1.8082840254089958,33,83.5,2020
Southern Illinois,NA,NA,7,5,173,162,MVC,16-16,16,16,98.20407509690843,250,97.33487753096864,77,0.5255374690771367,161,10-8,0.5110965501510375,0.41108991516310794,0.5748793603970547,0.5555555555555556,-8.777471232793935,192,163.5,2020
Southern Methodist,NA,NA,5,7,85,88,Amer,19-11,19,11,112.94263100693696,22,103.25395569127129,203,0.7371905674386985,82,9-9,0.5819882451731978,0.43814646563983334,0.6778827648621075,0.5,-2.548411189993119,81,112.5,2020
Southern Mississippi,NA,NA,4,13,317,290,CUSA,9-22,9,22,95.40156673325424,296,102.88317897199045,192,0.29562058558644067,257,5-13,0.507945776839657,0.526139492233457,0.4948058712774681,0.2777777777777778,-14.473656764256905,294,244,2020
Southern Utah,NA,NA,4,7,195,184,BSky,17-15,17,15,97.69774006106411,257,98.90302230230799,111,0.46480685303852265,184,9-11,0.4141192857808517,0.4309360236152051,0.4168229426389899,0.45,-9.338317419764788,205,184,2020
St. Bonaventure,NA,NA,7,5,89,122,A10,19-12,19,12,106.6379391870759,93,102.17360771105368,180,0.6205323527070759,124,11-7,0.5224684426134344,0.45394471438875955,0.5719578018868106,0.6111111111111112,-4.553392031108364,113,136.5,2020
St. Francis (NY),NA,NA,5,7,282,305,NEC,13-18,13,18,94.14575423860668,319,106.23405531524386,264,0.19953445502636133,309,7-11,0.319390127738586,0.32975482297867065,0.3034420000278757,0.3888888888888889,-14.311207648446684,289,291.5,2020
St. John's (NY),NA,NA,4,8,103,62,BE,17-15,17,15,106.76932341326716,87,94.68654989020112,48,0.7991732135962797,57,5-13,0.6708098247105656,0.4281623245492677,0.8449646429669464,0.2777777777777778,-2.4986032978947357,80,67.5,2020
Stanford,NA,NA,5,7,74,33,P12,20-12,20,12,104.21169096663115,141,90.7035894745438,7,0.8315307405708598,45,9-9,0.6269339712072218,0.46236016328306395,0.7492562546247374,0.5,-1.5026064531378265,66,74,2020
Stephen F. Austin,NA,NA,12,1,63,77,Slnd,28-3,28,3,103.38757918223837,159,96.90298464097756,73,0.6780679223560467,104,19-1,0.31752483546068644,0.35807220194447065,0.29522378389460535,0.95,1.3370309471737987,35,116,2020
Stetson,NA,NA,7,3,250,294,ASun,16-17,16,17,98.1276204984151,252,107.46370307885508,284,0.26015385852788303,277,9-7,0.35779177984311006,0.37356247746620797,0.3262033217938588,0.5625,-11.808164915499315,248,268,2020
Stony Brook,NA,NA,7,2,133,189,AE,20-13,20,13,95.62722937357826,293,99.48919791905134,119,0.3881009351731534,214,10-6,0.3843947315919856,0.49106327853279097,0.30407499513935454,0.625,-7.220042507030125,165,206,2020
Syracuse,NA,NA,5,6,95,61,ACC,18-14,18,14,113.45278518142061,19,98.56269521581169,99,0.8345163624815931,44,10-10,0.6609230885626952,0.5019407458254862,0.743917103057065,0.5,-2.7192498298695504,85,59,2020
Temple,NA,NA,4,10,129,116,Amer,14-17,14,17,99.67577846890592,225,95.73875046676488,59,0.6138311221062245,128,6-12,0.6501599999030488,0.5761096742798542,0.7036407906309119,0.3333333333333333,-6.535278237928586,152,142,2020
Tennessee,NA,NA,5,8,56,63,SEC,17-14,17,14,107.27460505984345,79,95.5283188696488,57,0.7914430782947609,62,9-9,0.6846861418856186,0.5826694190914465,0.7583648861258544,0.5,-2.104783837253645,74,68,2020
Tennessee-Martin,NA,NA,4,10,320,338,OVC,9-20,9,20,104.50044989679098,134,122.65905180537376,353,0.13675615903171778,335,5-13,0.381119968818438,0.4682301656884373,0.3278859596201047,0.2777777777777778,-15.056382364425307,303,243.5,2020
Tennessee State,NA,NA,5,5,210,270,OVC,18-15,18,15,96.74644227685039,275,103.512400294895,215,0.3148858344152275,247,9-9,0.3653751645108628,0.4072331858026219,0.34785490904216115,0.5,-9.502170071517927,206,245,2020
Tennessee Tech,NA,NA,5,9,319,331,OVC,9-22,9,22,92.94105711523713,333,108.75036646048358,307,0.14105806222169628,332,6-12,0.371985245834582,0.44598262447784237,0.31854269459222717,0.3333333333333333,-17.480140452367863,330,320,2020
Texas,NA,NA,7,3,50,70,B12,19-12,19,12,103.31743385745759,161,92.7307577516006,24,0.776123660317131,67,9-9,0.7011277606119044,0.5225634861552219,0.8300908477195083,0.5,0.9852550345402334,39,92.5,2020
Texas-Arlington,NA,NA,7,7,183,129,SB,14-18,14,18,101.42667251368684,194,98.6413917182992,102,0.5793776255848632,135,10-10,0.5075241799103047,0.593026418779761,0.4673865130138952,0.5,-10.310705571208333,219,148,2020
Texas-El Paso,NA,NA,6,9,204,195,CUSA,17-15,17,15,96.72942065516608,276,98.64490464558872,103,0.4438618818042865,193,8-10,0.4564336032835157,0.4246969512081611,0.47358269007568166,0.4444444444444444,-8.752662338135837,191,189.5,2020
Texas-Rio Grande Valley,NA,NA,8,3,254,260,WAC,14-16,14,16,98.75505362343169,242,106.42945270939506,268,0.2972020203511282,256,9-7,0.37336263667697595,0.4022944309489939,0.34804731668896016,0.5625,-10.656018364163524,225,255,2020
Texas-San Antonio,NA,NA,4,11,256,204,CUSA,13-19,13,19,103.98867923398531,144,107.52801158511966,289,0.40494622759241594,207,7-11,0.4763001841739023,0.4209788090046559,0.5162223232368808,0.3888888888888889,-12.207316187470408,256,216.5,2020
Texas A&M,NA,NA,7,6,114,113,SEC,16-14,16,14,101.1559989286553,195,97.35718029853491,78,0.6083042787480938,129,10-8,0.6481958892165088,0.4657002170228833,0.7698596706789255,0.5555555555555556,-3.9170312293314535,104,136.5,2020
Texas A&M-Corpus Christi,NA,NA,7,6,305,314,Slnd,14-18,14,18,94.53246910707949,311,105.6477796106127,253,0.2178184972488555,301,10-10,0.35675926070158087,0.41304208575782914,0.3287557940363864,0.5,-13.719628319189217,277,282,2020
Texas Christian,NA,NA,3,7,126,93,B12,16-16,16,16,105.21339370735222,118,96.62353627926835,71,0.7269960699041593,85,7-11,0.686978884117331,0.4801276293640564,0.8355196679634924,0.3888888888888889,-3.356445768827644,95,94.5,2020
Texas Southern,NA,NA,7,3,189,276,SWAC,16-16,16,16,98.39630560247701,247,109.75334912750134,315,0.22163364233545066,297,12-6,0.3844157864228807,0.6881928191979794,0.1776123047104865,0.6666666666666666,-8.949396362284984,195,281,2020
Texas State,NA,NA,9,2,102,120,SB,21-11,21,11,106.70144598602818,90,97.31646641620407,76,0.7424544205371896,81,13-7,0.4425083598960616,0.43133597757553005,0.4538534636383047,0.65,-4.853936225814079,119,83,2020
Texas Tech,NA,NA,6,3,71,22,B12,18-13,18,13,109.91110138598053,45,91.71418372361013,13,0.8890861647606875,22,9-9,0.6709408946553052,0.4680858752859986,0.8174472975331376,0.5,-0.3912071881671514,55,29,2020
Toledo,NA,NA,5,3,167,137,MAC,17-15,17,15,106.19377711669435,101,105.56656438099505,249,0.5170243853590223,166,8-10,0.4602867165641057,0.41802488428799134,0.5021555279756663,0.4444444444444444,-8.950651987869206,196,175,2020
Towson,NA,NA,9,3,143,154,CAA,18-13,18,13,106.29453979816492,100,104.16760602184542,225,0.5578513219508403,147,12-6,0.46133995133326705,0.48689385664870416,0.43509049844072195,0.6666666666666666,-6.973411833209284,160,162.5,2020
Troy,NA,NA,2,11,315,274,SB,9-22,9,22,95.37683939255976,297,107.30314412951446,282,0.2050614663569728,305,5-15,0.4332407262462373,0.3567829826815154,0.47529248520683415,0.25,-16.513662512205244,322,289.5,2020
Tulane,NA,NA,2,12,197,168,Amer,12-18,12,18,101.47137316311691,192,102.24859596517383,181,0.4780768305429178,178,4-14,0.5927345390341634,0.4286186194371731,0.7021451520988238,0.2222222222222222,-9.157497167159272,201,186.5,2020
Tulsa,NA,NA,8,1,70,78,Amer,21-10,21,10,102.17273747199867,178,92.72311550258267,23,0.7532537150467103,75,13-5,0.5799841218243635,0.4308062861281337,0.6877236698271962,0.7222222222222222,-0.9895903539610043,61,100.5,2020
UC-Davis,NA,NA,6,4,271,218,BW,14-18,14,18,103.7771917266353,148,109.88580559848565,316,0.34124566389829014,234,8-8,0.3979459790874683,0.42599198935941507,0.3698999688155215,0.5,-12.82939968464128,264,232,2020
UC-Irvine,NA,NA,10,1,125,114,BW,21-11,21,11,104.86652837764336,122,99.42705386436145,118,0.6485194344155932,114,13-3,0.4077268045837808,0.4831954778328544,0.33225813133470716,0.8125,-5.565650211908662,130,120,2020
UC-Riverside,NA,NA,5,6,274,210,BW,17-15,17,15,95.74255927460595,291,99.75144220156876,123,0.38421067027569245,217,7-9,0.3453779760107987,0.3261347739878656,0.36462117803373184,0.4375,-10.702890137307971,227,207,2020
UC-Santa Barbara,NA,NA,9,2,165,177,BW,21-10,21,10,104.80981432648717,126,105.793092133451,255,0.47317956492349045,182,10-6,0.3643907837490408,0.3757639233883694,0.35372846533717034,0.625,-5.659612802924217,133,190.5,2020
UCLA,NA,NA,9,2,60,76,P12,19-12,19,12,109.59607783285276,46,98.5849447281693,100,0.7716505785823252,70,12-6,0.6434052218703286,0.47312332638132093,0.766386590834612,0.6666666666666666,-1.0425772129456106,62,73,2020
University of California,NA,NA,4,8,122,139,P12,14-18,14,18,101.65754850701231,188,99.38653454207126,116,0.5645923727065132,143,7-11,0.7002236545516594,0.5815846981674877,0.7786125071613995,0.3888888888888889,-6.0568414449224655,145,152,2020
Utah,NA,NA,5,8,86,85,P12,16-15,16,15,106.07246974358034,104,100.23391159355151,140,0.6572546122209096,111,7-11,0.6844624061139707,0.5493517333996628,0.7719790844829713,0.3888888888888889,-3.1424437470558746,89,122,2020
Utah State,NA,NA,9,2,37,40,MWC,26-8,26,8,109.35759475840462,48,94.45751173992204,45,0.8434916152527514,38,12-6,0.5335402507631946,0.4730264661956389,0.5671665242188609,0.6666666666666666,1.203970705584466,37,46.5,2020
Utah Valley,NA,NA,4,8,299,250,WAC,11-19,11,19,96.13007245838125,285,104.16783285744117,226,0.2842526938788802,264,5-10,0.3666629076362554,0.3613319516053739,0.37199386366713705,0.3333333333333333,-14.381672866951579,291,255.5,2020
Valparaiso,NA,NA,6,6,132,138,MVC,19-16,19,16,103.47387004414654,157,102.93866357628082,195,0.5149047747654931,168,9-9,0.5326842924494251,0.4630400371689107,0.5760348794215525,0.5,-7.499182287686396,174,176,2020
Vanderbilt,NA,NA,3,14,209,142,SEC,11-21,11,21,104.60243117142255,131,103.39947703001513,210,0.5332058596517026,156,3-15,0.6512755980829859,0.45471389222885467,0.7845083821163306,0.16666666666666666,-10.026943194005469,213,170.5,2020
Vermont,NA,NA,11,1,65,79,AE,26-7,26,7,105.4297021294187,115,97.0858439975242,75,0.7207452845624595,89,14-2,0.36572792639172347,0.4995562357896306,0.2632787674326909,0.875,-1.8420797639878883,70,95,2020
Villanova,NA,NA,8,1,6,13,BE,24-7,24,7,113.99524789860592,15,93.74847748725048,34,0.9045405327264345,11,13-5,0.7369033322769716,0.603665926421977,0.8331303476166899,0.7222222222222222,6.780954784095208,7,24.5,2020
Virginia,NA,NA,11,2,20,44,ACC,23-7,23,7,99.96552864188578,215,85.58220059831712,1,0.8564980007601829,34,15-5,0.6645001176794944,0.46864691416862536,0.7624267194349288,0.75,3.8024794454660076,19,108,2020
Virginia Commonwealth,NA,NA,4,8,81,68,A10,18-13,18,13,104.83105044280899,124,94.08192381196636,39,0.7762798071887376,66,8-10,0.592531248981699,0.5143951255028942,0.6489628937163909,0.4444444444444444,-3.6202314350580753,97,81.5,2020
Virginia Tech,NA,NA,2,10,150,92,ACC,16-16,16,16,103.25941529659038,162,98.11101124869634,91,0.6429440772961059,118,7-13,0.6399013895221012,0.392477007952,0.7704874404225317,0.35,-4.0680306146451874,106,126.5,2020
VMI,NA,NA,3,9,324,292,SC,9-24,9,24,99.76796700465124,222,107.1417235108029,277,0.3057612941251865,253,3-15,0.41145843190367254,0.269249442487716,0.5086449143676491,0.16666666666666666,-18.140785496480508,335,249.5,2020
Wagner,NA,NA,3,10,326,328,NEC,8-21,8,21,97.55828953387336,261,114.09262036927879,339,0.14179676069636762,331,5-13,0.35421709502808757,0.46362339703524413,0.28735768824593655,0.2777777777777778,-16.433770717438872,320,300,2020
Wake Forest,NA,NA,4,13,157,111,ACC,13-18,13,18,108.83667590810757,55,101.61479021105873,166,0.687741498027685,101,6-14,0.6875769757318347,0.5291126864598293,0.7700633787186654,0.3,-5.9678773216865055,143,110.5,2020
Washington,NA,NA,3,12,107,58,P12,15-17,15,17,105.5209485179166,113,93.29846420061949,28,0.804666143071912,54,5-13,0.6769966834424599,0.5444920222075841,0.7600810326358883,0.2777777777777778,-5.036745276719729,123,70.5,2020
Washington State,NA,NA,3,11,159,115,P12,16-16,16,16,102.20870753057198,177,97.38494638942646,81,0.6355196000998882,119,6-12,0.6104783412376983,0.36006734595152873,0.778710257628375,0.3333333333333333,-5.74755852650084,138,129,2020
Weber State,NA,NA,6,8,265,273,BSky,12-20,12,20,98.15236854888792,251,108.02747707391649,294,0.2492825350282455,283,8-12,0.44342924675204126,0.45192073272823946,0.43803686737728736,0.4,-13.906677190941485,281,272.5,2020
West Virginia,NA,NA,5,3,14,17,B12,21-10,21,10,107.39293943360882,78,88.63328679183941,4,0.9009522299546874,16,9-9,0.7450788876199463,0.6467371692001281,0.8161034620342593,0.5,3.356996277985354,22,41,2020
Western Carolina,NA,NA,6,5,113,136,SC,19-12,19,12,106.65809906876335,92,106.4719127961036,269,0.5050229215310442,171,10-8,0.45525772623681166,0.3767947951137247,0.4869219572351262,0.5555555555555556,-5.376310372675063,128,180.5,2020
Western Illinois,NA,NA,1,9,343,334,Sum,5-21,5,21,97.78664594746394,255,114.49784781482242,340,0.14011537449335873,333,2-14,0.391008466416606,0.3361764948550043,0.4252784486426071,0.125,-16.924678853953182,327,297.5,2020
Western Kentucky,NA,NA,8,2,64,123,CUSA,20-10,20,10,108.4911601223375,63,103.05035194641724,198,0.6437519436030216,117,13-5,0.5234604072499214,0.5020999463457245,0.537700714519386,0.7222222222222222,-3.2445254260418572,91,130.5,2020
Western Michigan,NA,NA,4,5,242,235,MAC,13-19,13,19,98.81029326679823,240,105.63052129293357,252,0.31700410862275974,246,6-12,0.4778769787024889,0.39298925138822555,0.5329130641628468,0.3333333333333333,-12.128003757812122,253,246,2020
Wichita State,NA,NA,7,4,29,41,Amer,23-8,23,8,105.2277130932156,117,90.18179558600968,6,0.8550089366280748,35,11-7,0.6279801506914909,0.5178354598327511,0.7075290940894696,0.6111111111111112,1.9200317699766938,31,61.5,2020
William & Mary,NA,NA,7,2,116,165,CAA,21-11,21,11,103.54871179131628,154,104.25871841157974,227,0.48036425208081934,177,13-5,0.43042974378999105,0.42120687655961053,0.4435124812288143,0.7222222222222222,-5.151667986080381,125,190.5,2020
Winthrop,NA,NA,9,1,134,148,BSth,24-10,24,10,103.63261534805002,151,103.14293335327497,202,0.5136137025406471,169,15-3,0.32439491899688966,0.46225434090470113,0.2397130574792805,0.8333333333333334,-4.93261978002183,120,176.5,2020
Wisconsin,NA,NA,9,1,26,23,B10,21-10,21,10,110.9173015100073,38,92.04589679506739,18,0.8951745325580187,19,14-6,0.7351927329663857,0.5554959314153635,0.8340259738194478,0.7,4.182961402908903,18,28,2020
Wofford,NA,NA,4,7,162,155,SC,19-16,19,16,104.57624758592084,132,102.81910446740214,189,0.5485640664581432,151,8-10,0.4594728729483731,0.400368825091317,0.4821895060438044,0.4444444444444444,-8.133962205685568,182,160.5,2020
Wright State,NA,NA,10,1,121,127,Horz,25-7,25,7,104.95637965927041,121,100.41648804481893,142,0.6244575336362185,122,15-3,0.32617753760085144,0.3331344274041402,0.3142235174652234,0.8333333333333334,-3.643500566369613,98,131.5,2020
